Sensor;Navn;Dato;Breddegrad;Længdegrad;Temperatur°C;LuftfugtighedRH%;CO2 ppm;VOC ppb;Lydniveau dB;Min;Max;Lysniveau lux;Lys farve K;Optaget;Batteri mV;Dækning dB
53e1e;S.11 GBG. E236;17.10.2024 23:17;55.69486733920517;12.551568746566774;22,0;44,0;504;176;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;17.10.2024 23:32;55.69486733920517;12.551568746566774;22,0;44,0;486;176;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;17.10.2024 23:47;55.69486733920517;12.551568746566774;21,9;44,0;481;175;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 00:02;55.69486733920517;12.551568746566774;21,9;44,0;501;177;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 00:17;55.69486733920517;12.551568746566774;21,9;44,0;488;178;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 00:32;55.69486733920517;12.551568746566774;21,9;44,1;492;179;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 00:47;55.69486733920517;12.551568746566774;21,9;44,1;476;178;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 01:02;55.69486733920517;12.551568746566774;21,9;44,1;469;176;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 01:17;55.69486733920517;12.551568746566774;21,9;44,2;495;179;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 01:32;55.69486733920517;12.551568746566774;21,8;44,1;490;179;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 01:47;55.69486733920517;12.551568746566774;21,8;44,1;454;180;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 02:02;55.69486733920517;12.551568746566774;21,8;44,2;503;178;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 02:17;55.69486733920517;12.551568746566774;21,8;44,2;494;179;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 02:32;55.69486733920517;12.551568746566774;21,8;44,2;456;180;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 02:47;55.69486733920517;12.551568746566774;21,8;44,2;479;180;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 03:02;55.69486733920517;12.551568746566774;21,8;44,3;460;180;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 03:17;55.69486733920517;12.551568746566774;21,8;44,3;491;180;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 03:32;55.69486733920517;12.551568746566774;21,8;44,3;454;182;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 03:47;55.69486733920517;12.551568746566774;21,7;44,3;477;180;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 04:02;55.69486733920517;12.551568746566774;21,7;44,4;477;181;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 04:18;55.69486733920517;12.551568746566774;21,7;44,4;468;182;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 04:33;55.69486733920517;12.551568746566774;21,7;44,4;492;183;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 04:48;55.69486733920517;12.551568746566774;21,7;44,5;477;184;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 05:03;55.69486733920517;12.551568746566774;21,7;44,5;494;184;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 05:18;55.69486733920517;12.551568746566774;21,7;45,6;469;186;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 05:33;55.69486733920517;12.551568746566774;21,7;46,6;484;194;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 05:48;55.69486733920517;12.551568746566774;21,7;47,3;484;199;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 06:03;55.69486733920517;12.551568746566774;21,7;47,7;484;203;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 06:18;55.69486733920517;12.551568746566774;21,7;47,7;498;204;40;40;41;0;0;0;2839;-87
53e1e;S.11 GBG. E236;18.10.2024 06:33;55.69486733920517;12.551568746566774;21,8;47,9;484;206;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 06:48;55.69486733920517;12.551568746566774;21,8;48,3;491;208;40;39;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 07:03;55.69486733920517;12.551568746566774;21,8;48,4;475;210;40;40;42;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 07:18;55.69486733920517;12.551568746566774;21,9;48,6;521;214;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 07:33;55.69486733920517;12.551568746566774;21,9;48,7;486;217;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 07:48;55.69486733920517;12.551568746566774;21,9;49,2;514;220;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 08:03;55.69486733920517;12.551568746566774;22,0;49,2;514;219;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 08:18;55.69486733920517;12.551568746566774;22,0;49,2;540;221;40;40;42;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 08:33;55.69486733920517;12.551568746566774;22,0;49,3;521;222;40;40;42;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 08:48;55.69486733920517;12.551568746566774;22,0;49,3;485;222;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 09:03;55.69486733920517;12.551568746566774;22,1;49,4;533;222;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 09:18;55.69486733920517;12.551568746566774;22,1;49,5;518;223;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 09:33;55.69486733920517;12.551568746566774;22,1;49,6;557;226;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 09:48;55.69486733920517;12.551568746566774;22,1;49,7;534;225;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 10:03;55.69486733920517;12.551568746566774;22,1;49,8;526;227;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 10:18;55.69486733920517;12.551568746566774;22,1;49,8;544;228;40;40;42;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 10:33;55.69486733920517;12.551568746566774;22,1;49,9;555;229;41;40;42;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 10:48;55.69486733920517;12.551568746566774;22,1;50,0;546;232;40;40;42;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 11:03;55.69486733920517;12.551568746566774;22,1;50,0;550;232;40;40;42;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 11:18;55.69486733920517;12.551568746566774;22,1;50,1;554;231;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 11:33;55.69486733920517;12.551568746566774;22,1;50,0;530;230;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 11:48;55.69486733920517;12.551568746566774;22,1;50,0;559;232;41;40;42;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 12:03;55.69486733920517;12.551568746566774;22,1;50,1;544;230;40;40;42;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 12:19;55.69486733920517;12.551568746566774;22,1;50,1;527;233;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 12:34;55.69486733920517;12.551568746566774;22,1;50,1;549;230;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 12:49;55.69486733920517;12.551568746566774;22,1;50,2;549;231;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 13:04;55.69486733920517;12.551568746566774;22,1;50,1;536;233;41;40;42;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 13:19;55.69486733920517;12.551568746566774;22,1;50,2;544;230;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 13:34;55.69486733920517;12.551568746566774;22,1;50,0;541;232;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 13:49;55.69486733920517;12.551568746566774;22,1;50,0;554;228;41;40;42;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 14:04;55.69486733920517;12.551568746566774;22,1;49,9;526;230;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 14:19;55.69486733920517;12.551568746566774;22,1;49,9;536;228;40;40;41;0;0;0;2839;-89
53e1e;S.11 GBG. E236;18.10.2024 14:34;55.69486733920517;12.551568746566774;22,1;49,8;531;228;41;40;42;0;0;0;2836;-85
53e1e;S.11 GBG. E236;18.10.2024 14:49;55.69486733920517;12.551568746566774;22,1;49,9;515;229;40;40;42;0;0;0;2836;-85
53e1e;S.11 GBG. E236;18.10.2024 15:04;55.69486733920517;12.551568746566774;22,1;49,9;543;227;40;40;42;0;0;0;2836;-85
53e1e;S.11 GBG. E236;18.10.2024 15:19;55.69486733920517;12.551568746566774;22,1;50,0;553;227;40;40;42;0;0;0;2836;-85
53e1e;S.11 GBG. E236;18.10.2024 15:34;55.69486733920517;12.551568746566774;22,0;50,2;534;227;40;40;42;2;0;0;2836;-85
53e1e;S.11 GBG. E236;18.10.2024 15:49;55.69486733920517;12.551568746566774;22,0;50,3;558;229;40;40;42;0;0;0;2836;-85
53e1e;S.11 GBG. E236;18.10.2024 16:04;55.69486733920517;12.551568746566774;22,0;50,5;521;230;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;18.10.2024 16:19;55.69486733920517;12.551568746566774;22,0;50,6;513;232;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;18.10.2024 16:34;55.69486733920517;12.551568746566774;22,0;52,0;538;237;40;40;41;14;0;0;2836;-85
53e1e;S.11 GBG. E236;18.10.2024 16:49;55.69486733920517;12.551568746566774;21,9;52,3;567;254;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;18.10.2024 17:04;55.69486733920517;12.551568746566774;21,9;52,4;500;265;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;18.10.2024 17:19;55.69486733920517;12.551568746566774;21,9;52,4;508;274;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;18.10.2024 17:34;55.69486733920517;12.551568746566774;21,9;52,3;501;279;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;18.10.2024 17:49;55.69486733920517;12.551568746566774;21,9;52,2;532;282;40;40;42;2;0;0;2836;-85
53e1e;S.11 GBG. E236;18.10.2024 18:04;55.69486733920517;12.551568746566774;21,9;52,0;535;285;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;18.10.2024 18:19;55.69486733920517;12.551568746566774;21,8;51,9;526;287;41;40;53;0;0;0;2836;-85
53e1e;S.11 GBG. E236;18.10.2024 18:34;55.69486733920517;12.551568746566774;21,8;51,8;539;287;41;41;42;2;0;0;2839;-82
53e1e;S.11 GBG. E236;18.10.2024 18:49;55.69486733920517;12.551568746566774;21,8;51,8;489;287;40;40;41;0;0;0;2839;-82
53e1e;S.11 GBG. E236;18.10.2024 19:04;55.69486733920517;12.551568746566774;21,8;51,7;510;288;40;40;41;0;0;0;2839;-82
53e1e;S.11 GBG. E236;18.10.2024 19:19;55.69486733920517;12.551568746566774;21,8;51,6;499;290;40;40;41;0;0;0;2839;-82
53e1e;S.11 GBG. E236;18.10.2024 19:34;55.69486733920517;12.551568746566774;21,8;51,5;511;291;40;40;41;2;0;0;2839;-82
53e1e;S.11 GBG. E236;18.10.2024 19:49;55.69486733920517;12.551568746566774;21,8;51,5;486;289;40;40;41;2;0;0;2839;-82
53e1e;S.11 GBG. E236;18.10.2024 20:05;55.69486733920517;12.551568746566774;21,7;51,4;508;292;40;40;41;0;0;0;2839;-82
53e1e;S.11 GBG. E236;18.10.2024 20:20;55.69486733920517;12.551568746566774;21,7;51,3;489;293;40;40;41;0;0;0;2839;-82
53e1e;S.11 GBG. E236;18.10.2024 20:35;55.69486733920517;12.551568746566774;21,7;51,3;492;292;40;40;41;0;0;0;2839;-82
53e1e;S.11 GBG. E236;18.10.2024 20:50;55.69486733920517;12.551568746566774;21,7;51,2;500;294;40;40;41;0;0;0;2839;-82
53e1e;S.11 GBG. E236;18.10.2024 21:05;55.69486733920517;12.551568746566774;21,7;51,3;513;294;40;40;41;0;0;0;2839;-82
53e1e;S.11 GBG. E236;18.10.2024 21:20;55.69486733920517;12.551568746566774;21,7;51,2;517;295;40;40;41;2;0;0;2839;-82
53e1e;S.11 GBG. E236;18.10.2024 21:35;55.69486733920517;12.551568746566774;21,7;51,1;495;294;40;40;41;0;0;0;2839;-82
53e1e;S.11 GBG. E236;18.10.2024 21:50;55.69486733920517;12.551568746566774;21,7;51,1;516;296;40;40;41;2;0;0;2839;-82
53e1e;S.11 GBG. E236;18.10.2024 22:05;55.69486733920517;12.551568746566774;21,7;51,1;495;296;40;40;41;0;0;0;2839;-82
53e1e;S.11 GBG. E236;18.10.2024 22:20;55.69486733920517;12.551568746566774;21,7;51,1;495;297;40;40;41;0;0;0;2839;-82
53e1e;S.11 GBG. E236;18.10.2024 22:35;55.69486733920517;12.551568746566774;21,7;51,0;521;297;40;39;41;0;0;0;2839;-85
53e1e;S.11 GBG. E236;18.10.2024 22:50;55.69486733920517;12.551568746566774;21,7;51,0;484;297;40;40;41;0;0;0;2839;-85
53e1e;S.11 GBG. E236;18.10.2024 23:05;55.69486733920517;12.551568746566774;21,7;50,9;491;297;40;40;41;0;0;0;2839;-85
53e1e;S.11 GBG. E236;18.10.2024 23:20;55.69486733920517;12.551568746566774;21,7;50,9;484;298;40;40;41;0;0;0;2839;-85
53e1e;S.11 GBG. E236;18.10.2024 23:35;55.69486733920517;12.551568746566774;21,7;50,9;508;299;40;40;41;0;0;0;2839;-85
53e1e;S.11 GBG. E236;18.10.2024 23:50;55.69486733920517;12.551568746566774;21,7;50,9;503;299;40;40;41;0;0;0;2839;-85
53e1e;S.11 GBG. E236;19.10.2024 00:05;55.69486733920517;12.551568746566774;21,7;50,8;484;299;40;40;41;0;0;0;2839;-85
53e1e;S.11 GBG. E236;19.10.2024 00:20;55.69486733920517;12.551568746566774;21,7;50,8;498;302;40;40;41;0;0;0;2839;-85
53e1e;S.11 GBG. E236;19.10.2024 00:35;55.69486733920517;12.551568746566774;21,6;50,8;488;301;40;40;41;0;0;0;2839;-85
53e1e;S.11 GBG. E236;19.10.2024 00:50;55.69486733920517;12.551568746566774;21,7;50,7;516;300;40;40;41;0;0;0;2839;-85
53e1e;S.11 GBG. E236;19.10.2024 01:05;55.69486733920517;12.551568746566774;21,7;50,7;500;302;40;40;41;0;0;0;2839;-85
53e1e;S.11 GBG. E236;19.10.2024 01:20;55.69486733920517;12.551568746566774;21,7;50,7;489;304;40;40;41;0;0;0;2839;-85
53e1e;S.11 GBG. E236;19.10.2024 01:35;55.69486733920517;12.551568746566774;21,6;50,7;489;306;40;40;41;0;0;0;2839;-85
53e1e;S.11 GBG. E236;19.10.2024 01:50;55.69486733920517;12.551568746566774;21,6;50,7;500;306;40;40;41;0;0;0;2839;-85
53e1e;S.11 GBG. E236;19.10.2024 02:05;55.69486733920517;12.551568746566774;21,6;50,7;498;306;40;40;41;0;0;0;2839;-85
53e1e;S.11 GBG. E236;19.10.2024 02:20;55.69486733920517;12.551568746566774;21,6;50,7;529;304;40;40;41;0;0;0;2839;-85
53e1e;S.11 GBG. E236;19.10.2024 02:35;55.69486733920517;12.551568746566774;21,6;50,7;504;304;40;39;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 02:50;55.69486733920517;12.551568746566774;21,6;50,7;510;303;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 03:05;55.69486733920517;12.551568746566774;21,6;50,7;490;303;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 03:20;55.69486733920517;12.551568746566774;21,6;50,7;515;304;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 03:35;55.69486733920517;12.551568746566774;21,6;50,7;502;305;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 03:51;55.69486733920517;12.551568746566774;21,6;50,7;485;305;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 04:06;55.69486733920517;12.551568746566774;21,6;50,7;497;306;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 04:21;55.69486733920517;12.551568746566774;21,6;50,7;493;304;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 04:36;55.69486733920517;12.551568746566774;21,6;50,7;478;305;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 04:51;55.69486733920517;12.551568746566774;21,6;50,7;487;305;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 05:06;55.69486733920517;12.551568746566774;21,6;50,7;519;307;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 05:21;55.69486733920517;12.551568746566774;21,6;50,6;500;309;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 05:36;55.69486733920517;12.551568746566774;21,6;50,6;514;309;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 05:51;55.69486733920517;12.551568746566774;21,6;50,6;504;307;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 06:06;55.69486733920517;12.551568746566774;21,6;50,6;477;308;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 06:21;55.69486733920517;12.551568746566774;21,6;50,6;500;311;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 06:36;55.69486733920517;12.551568746566774;21,6;50,6;494;311;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 06:51;55.69486733920517;12.551568746566774;21,6;50,6;480;312;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 07:06;55.69486733920517;12.551568746566774;21,6;50,6;491;311;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 07:21;55.69486733920517;12.551568746566774;21,6;50,6;502;312;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 07:36;55.69486733920517;12.551568746566774;21,6;50,6;489;314;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 07:51;55.69486733920517;12.551568746566774;21,6;50,6;510;312;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 08:06;55.69486733920517;12.551568746566774;21,6;50,6;498;315;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 08:21;55.69486733920517;12.551568746566774;21,6;50,6;505;314;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 08:36;55.69486733920517;12.551568746566774;21,6;50,6;493;315;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 08:51;55.69486733920517;12.551568746566774;21,6;50,6;497;314;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 09:06;55.69486733920517;12.551568746566774;21,6;50,6;477;313;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 09:21;55.69486733920517;12.551568746566774;21,6;50,6;511;313;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 09:36;55.69486733920517;12.551568746566774;21,6;50,6;497;312;40;40;41;4;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 09:51;55.69486733920517;12.551568746566774;21,6;50,5;500;312;40;40;41;4;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 10:06;55.69486733920517;12.551568746566774;21,5;50,6;472;310;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 10:21;55.69486733920517;12.551568746566774;21,5;50,5;488;312;40;40;41;4;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 10:36;55.69486733920517;12.551568746566774;21,5;50,5;485;311;40;40;44;6;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 10:51;55.69486733920517;12.551568746566774;21,5;50,5;465;309;40;40;41;6;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 11:06;55.69486733920517;12.551568746566774;21,5;50,5;507;309;40;40;41;6;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 11:22;55.69486733920517;12.551568746566774;21,5;50,5;469;311;40;40;41;4;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 11:37;55.69486733920517;12.551568746566774;21,5;50,5;499;312;40;40;41;12;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 11:52;55.69486733920517;12.551568746566774;21,5;50,5;504;313;40;40;41;12;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 12:07;55.69486733920517;12.551568746566774;21,5;50,4;497;313;40;40;41;12;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 12:22;55.69486733920517;12.551568746566774;21,5;50,4;469;314;40;40;41;8;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 12:37;55.69486733920517;12.551568746566774;21,5;50,4;495;314;40;40;41;22;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 12:52;55.69486733920517;12.551568746566774;21,5;50,4;499;314;40;40;41;18;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 13:07;55.69486733920517;12.551568746566774;21,5;50,3;517;315;40;40;40;4;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 13:22;55.69486733920517;12.551568746566774;21,5;50,3;519;315;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 13:37;55.69486733920517;12.551568746566774;21,5;50,3;463;317;40;40;41;4;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 13:52;55.69486733920517;12.551568746566774;21,5;50,3;484;317;40;40;41;6;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 14:07;55.69486733920517;12.551568746566774;21,5;50,3;487;318;40;40;41;6;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 14:22;55.69486733920517;12.551568746566774;21,5;50,2;484;317;40;40;41;12;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 14:37;55.69486733920517;12.551568746566774;21,5;50,2;500;316;40;40;44;6;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 14:52;55.69486733920517;12.551568746566774;21,5;50,2;485;317;40;40;41;6;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 15:07;55.69486733920517;12.551568746566774;21,5;50,2;505;316;40;40;42;6;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 15:22;55.69486733920517;12.551568746566774;21,5;50,2;472;320;40;40;41;4;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 15:37;55.69486733920517;12.551568746566774;21,5;50,2;462;319;40;39;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 15:52;55.69486733920517;12.551568746566774;21,5;50,2;484;317;40;39;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 16:07;55.69486733920517;12.551568746566774;21,5;50,2;489;320;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 16:22;55.69486733920517;12.551568746566774;21,5;50,1;469;320;40;40;41;4;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 16:37;55.69486733920517;12.551568746566774;21,5;50,1;498;320;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 16:52;55.69486733920517;12.551568746566774;21,5;50,1;477;320;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 17:07;55.69486733920517;12.551568746566774;21,5;50,1;493;321;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 17:22;55.69486733920517;12.551568746566774;21,5;50,1;498;320;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 17:37;55.69486733920517;12.551568746566774;21,5;50,1;497;322;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 17:52;55.69486733920517;12.551568746566774;21,5;50,1;492;321;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 18:07;55.69486733920517;12.551568746566774;21,5;50,1;470;321;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 18:22;55.69486733920517;12.551568746566774;21,5;50,1;502;321;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 18:37;55.69486733920517;12.551568746566774;21,5;50,0;496;321;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 18:52;55.69486733920517;12.551568746566774;21,5;50,1;502;321;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 19:07;55.69486733920517;12.551568746566774;21,5;50,1;478;323;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 19:23;55.69486733920517;12.551568746566774;21,5;50,1;488;322;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 19:38;55.69486733920517;12.551568746566774;21,5;50,1;481;323;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 19:53;55.69486733920517;12.551568746566774;21,5;50,1;466;323;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 20:08;55.69486733920517;12.551568746566774;21,5;50,1;494;321;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 20:23;55.69486733920517;12.551568746566774;21,4;50,1;474;323;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 20:38;55.69486733920517;12.551568746566774;21,4;50,1;473;323;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 20:53;55.69486733920517;12.551568746566774;21,4;50,1;482;321;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 21:08;55.69486733920517;12.551568746566774;21,4;50,0;476;323;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 21:23;55.69486733920517;12.551568746566774;21,4;50,1;535;321;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 21:38;55.69486733920517;12.551568746566774;21,4;50,1;494;322;40;39;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 21:53;55.69486733920517;12.551568746566774;21,4;50,1;501;323;40;40;41;2;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 22:08;55.69486733920517;12.551568746566774;21,4;50,1;496;323;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 22:23;55.69486733920517;12.551568746566774;21,4;50,1;483;324;40;40;41;0;0;0;2836;-85
53e1e;S.11 GBG. E236;19.10.2024 22:38;55.69486733920517;12.551568746566774;21,4;50,1;498;324;40;40;48;0;0;0;2836;-85
