Sensor;Navn;Dato;Breddegrad;Længdegrad;Temperatur°C;LuftfugtighedRH%;CO2 ppm;VOC ppb;Lydniveau dB;Min;Max;Lysniveau lux;Lys farve K;Optaget;Batteri mV;Dækning dB
53e1e;S.11 GBG. E236;01.08.2024 00:12;55.69486733920517;12.551568746566774;25,0;53,0;445;872;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 00:27;55.69486733920517;12.551568746566774;25,0;53,0;447;886;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 00:42;55.69486733920517;12.551568746566774;25,0;53,0;423;892;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 00:57;55.69486733920517;12.551568746566774;25,0;53,0;414;895;41;41;42;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 01:12;55.69486733920517;12.551568746566774;25,0;53,0;469;890;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 01:27;55.69486733920517;12.551568746566774;25,0;53,0;423;900;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 01:42;55.69486733920517;12.551568746566774;24,9;53,0;419;889;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 01:57;55.69486733920517;12.551568746566774;24,9;53,1;415;879;41;40;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 02:12;55.69486733920517;12.551568746566774;24,9;53,0;429;874;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 02:27;55.69486733920517;12.551568746566774;24,9;53,0;428;888;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 02:42;55.69486733920517;12.551568746566774;24,9;53,0;445;869;42;40;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 02:57;55.69486733920517;12.551568746566774;24,9;53,0;429;878;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 03:12;55.69486733920517;12.551568746566774;24,9;53,0;452;877;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 03:27;55.69486733920517;12.551568746566774;24,9;53,0;447;881;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 03:42;55.69486733920517;12.551568746566774;24,9;53,0;431;869;41;41;42;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 03:57;55.69486733920517;12.551568746566774;24,9;53,0;430;867;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 04:12;55.69486733920517;12.551568746566774;24,9;53,0;438;856;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 04:27;55.69486733920517;12.551568746566774;24,9;53,0;404;880;41;41;42;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 04:42;55.69486733920517;12.551568746566774;24,9;53,0;433;867;41;41;42;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 04:57;55.69486733920517;12.551568746566774;24,8;53,0;431;876;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 05:12;55.69486733920517;12.551568746566774;24,8;53,0;426;861;41;41;42;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 05:28;55.69486733920517;12.551568746566774;24,8;52,9;399;878;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 05:43;55.69486733920517;12.551568746566774;24,8;52,9;412;872;41;41;42;0;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 05:58;55.69486733920517;12.551568746566774;24,8;52,9;403;869;41;40;43;2;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 06:13;55.69486733920517;12.551568746566774;24,8;52,8;430;865;41;41;43;2;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 06:28;55.69486733920517;12.551568746566774;24,8;52,8;429;848;41;41;42;2;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 06:43;55.69486733920517;12.551568746566774;24,8;52,8;431;847;42;41;43;2;0;0;2940;-82
53e1e;S.11 GBG. E236;01.08.2024 06:58;55.69486733920517;12.551568746566774;24,7;52,8;463;846;41;41;42;2;0;0;2940;-82
53e1e;S.11 GBG. E236;01.08.2024 07:13;55.69486733920517;12.551568746566774;24,7;52,8;443;848;41;41;43;4;0;0;2940;-82
53e1e;S.11 GBG. E236;01.08.2024 07:28;55.69486733920517;12.551568746566774;24,7;52,8;439;851;41;41;43;4;0;0;2940;-82
53e1e;S.11 GBG. E236;01.08.2024 07:43;55.69486733920517;12.551568746566774;24,7;52,9;431;866;41;41;42;4;0;0;2940;-82
53e1e;S.11 GBG. E236;01.08.2024 07:58;55.69486733920517;12.551568746566774;24,7;52,9;485;858;41;40;43;4;0;0;2940;-82
53e1e;S.11 GBG. E236;01.08.2024 08:13;55.69486733920517;12.551568746566774;24,7;52,9;455;851;41;41;42;4;0;0;2940;-82
53e1e;S.11 GBG. E236;01.08.2024 08:28;55.69486733920517;12.551568746566774;24,7;52,9;463;858;41;41;42;6;0;0;2940;-82
53e1e;S.11 GBG. E236;01.08.2024 08:43;55.69486733920517;12.551568746566774;24,7;52,9;465;862;41;41;42;6;0;0;2940;-82
53e1e;S.11 GBG. E236;01.08.2024 08:58;55.69486733920517;12.551568746566774;24,7;52,9;444;871;41;40;43;6;0;0;2940;-82
53e1e;S.11 GBG. E236;01.08.2024 09:13;55.69486733920517;12.551568746566774;24,7;52,9;462;872;41;41;42;8;0;0;2940;-82
53e1e;S.11 GBG. E236;01.08.2024 09:28;55.69486733920517;12.551568746566774;24,6;52,8;408;876;41;40;43;10;0;0;2940;-82
53e1e;S.11 GBG. E236;01.08.2024 09:43;55.69486733920517;12.551568746566774;24,6;52,8;442;867;41;40;42;10;0;0;2940;-82
53e1e;S.11 GBG. E236;01.08.2024 09:58;55.69486733920517;12.551568746566774;24,7;52,8;445;857;41;41;42;12;0;0;2940;-82
53e1e;S.11 GBG. E236;01.08.2024 10:13;55.69486733920517;12.551568746566774;24,7;52,8;445;861;41;41;42;14;0;0;2940;-82
53e1e;S.11 GBG. E236;01.08.2024 10:28;55.69486733920517;12.551568746566774;24,7;52,7;491;857;41;41;42;16;0;0;2940;-82
53e1e;S.11 GBG. E236;01.08.2024 10:43;55.69486733920517;12.551568746566774;24,7;52,7;473;856;41;41;44;18;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 10:58;55.69486733920517;12.551568746566774;24,7;52,6;447;849;41;41;43;20;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 11:13;55.69486733920517;12.551568746566774;24,7;52,7;464;851;41;40;42;20;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 11:28;55.69486733920517;12.551568746566774;24,7;52,6;468;853;41;40;42;20;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 11:43;55.69486733920517;12.551568746566774;24,7;52,6;434;831;41;41;42;20;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 11:58;55.69486733920517;12.551568746566774;24,7;52,6;488;834;41;41;42;20;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 12:13;55.69486733920517;12.551568746566774;24,7;52,5;428;839;41;40;43;20;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 12:28;55.69486733920517;12.551568746566774;24,7;52,5;443;815;41;41;42;84;3820;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 12:43;55.69486733920517;12.551568746566774;24,7;52,5;450;815;41;40;42;20;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 12:58;55.69486733920517;12.551568746566774;24,7;52,4;473;813;41;40;42;20;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 13:14;55.69486733920517;12.551568746566774;24,7;52,4;465;813;41;40;42;22;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 13:29;55.69486733920517;12.551568746566774;24,8;52,4;452;813;41;41;42;20;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 13:44;55.69486733920517;12.551568746566774;24,8;52,3;455;814;41;41;43;22;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 13:59;55.69486733920517;12.551568746566774;24,8;52,4;462;814;41;41;42;20;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 14:14;55.69486733920517;12.551568746566774;24,8;52,4;459;820;41;41;42;84;3883;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 14:29;55.69486733920517;12.551568746566774;24,8;52,3;479;827;41;41;42;82;3886;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 14:44;55.69486733920517;12.551568746566774;24,8;52,3;473;831;41;39;42;18;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 14:59;55.69486733920517;12.551568746566774;24,8;52,4;472;840;41;41;42;16;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 15:14;55.69486733920517;12.551568746566774;24,8;52,4;449;834;41;41;43;16;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 15:29;55.69486733920517;12.551568746566774;24,9;52,5;432;817;41;41;43;16;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 15:44;55.69486733920517;12.551568746566774;24,9;52,5;440;814;41;41;42;14;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 15:59;55.69486733920517;12.551568746566774;24,9;52,4;450;784;41;41;43;12;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 16:14;55.69486733920517;12.551568746566774;24,9;52,4;447;764;41;41;42;12;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 16:29;55.69486733920517;12.551568746566774;24,9;52,3;443;758;41;41;43;14;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 16:44;55.69486733920517;12.551568746566774;24,9;52,3;438;738;41;41;42;14;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 16:59;55.69486733920517;12.551568746566774;24,9;52,4;464;719;41;41;43;16;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 17:14;55.69486733920517;12.551568746566774;24,9;52,3;460;716;41;41;42;16;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 17:29;55.69486733920517;12.551568746566774;25,0;52,3;470;710;41;41;42;18;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 17:44;55.69486733920517;12.551568746566774;25,0;52,3;455;703;41;41;42;20;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 17:59;55.69486733920517;12.551568746566774;25,1;52,2;465;703;42;41;43;20;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 18:14;55.69486733920517;12.551568746566774;25,1;52,2;424;697;42;41;43;22;0;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 18:29;55.69486733920517;12.551568746566774;25,2;52,2;453;697;41;41;42;82;3765;0;2937;-82
53e1e;S.11 GBG. E236;01.08.2024 18:44;55.69486733920517;12.551568746566774;25,3;52,2;439;702;42;41;46;68;3774;0;2937;-80
53e1e;S.11 GBG. E236;01.08.2024 18:59;55.69486733920517;12.551568746566774;25,3;52,2;436;706;42;42;43;6;0;0;2937;-80
53e1e;S.11 GBG. E236;01.08.2024 19:14;55.69486733920517;12.551568746566774;25,3;52,3;446;705;42;42;43;4;0;0;2937;-80
53e1e;S.11 GBG. E236;01.08.2024 19:29;55.69486733920517;12.551568746566774;25,3;52,3;413;714;42;41;43;4;0;0;2937;-80
53e1e;S.11 GBG. E236;01.08.2024 19:44;55.69486733920517;12.551568746566774;25,3;52,4;444;702;42;41;43;2;0;0;2937;-80
53e1e;S.11 GBG. E236;01.08.2024 19:59;55.69486733920517;12.551568746566774;25,3;52,4;450;703;42;42;43;2;0;0;2937;-80
53e1e;S.11 GBG. E236;01.08.2024 20:14;55.69486733920517;12.551568746566774;25,3;52,4;445;707;42;41;43;2;0;0;2937;-80
53e1e;S.11 GBG. E236;01.08.2024 20:29;55.69486733920517;12.551568746566774;25,2;52,4;433;709;42;41;43;2;0;0;2937;-80
53e1e;S.11 GBG. E236;01.08.2024 20:45;55.69486733920517;12.551568746566774;25,2;52,4;471;696;42;40;44;0;0;0;2937;-80
53e1e;S.11 GBG. E236;01.08.2024 21:00;55.69486733920517;12.551568746566774;25,2;52,5;439;689;42;42;43;0;0;0;2937;-80
53e1e;S.11 GBG. E236;01.08.2024 21:15;55.69486733920517;12.551568746566774;25,2;52,5;471;683;42;41;43;0;0;0;2937;-80
53e1e;S.11 GBG. E236;01.08.2024 21:30;55.69486733920517;12.551568746566774;25,2;52,5;432;669;42;42;43;0;0;0;2937;-80
53e1e;S.11 GBG. E236;01.08.2024 21:45;55.69486733920517;12.551568746566774;25,2;52,5;468;658;42;41;43;0;0;0;2937;-80
53e1e;S.11 GBG. E236;01.08.2024 22:00;55.69486733920517;12.551568746566774;25,1;52,5;483;650;42;41;43;0;0;0;2937;-80
53e1e;S.11 GBG. E236;01.08.2024 22:15;55.69486733920517;12.551568746566774;25,1;52,5;454;658;42;41;43;0;0;0;2937;-80
53e1e;S.11 GBG. E236;01.08.2024 22:30;55.69486733920517;12.551568746566774;25,1;52,5;453;734;42;42;43;0;0;0;2937;-80
53e1e;S.11 GBG. E236;01.08.2024 22:45;55.69486733920517;12.551568746566774;25,1;52,5;418;776;42;42;45;0;0;0;2937;-85
53e1e;S.11 GBG. E236;01.08.2024 23:00;55.69486733920517;12.551568746566774;25,1;52,6;441;823;42;42;43;0;0;0;2937;-85
53e1e;S.11 GBG. E236;01.08.2024 23:15;55.69486733920517;12.551568746566774;25,1;52,6;428;853;42;41;43;0;0;0;2937;-85
53e1e;S.11 GBG. E236;01.08.2024 23:30;55.69486733920517;12.551568746566774;25,1;52,6;464;850;42;41;43;0;0;0;2937;-85
53e1e;S.11 GBG. E236;01.08.2024 23:45;55.69486733920517;12.551568746566774;25,1;52,6;446;860;42;41;43;0;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 00:00;55.69486733920517;12.551568746566774;25,1;52,6;464;865;42;42;43;0;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 00:15;55.69486733920517;12.551568746566774;25,0;52,5;466;859;42;41;43;0;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 00:30;55.69486733920517;12.551568746566774;25,0;52,5;425;853;41;41;43;0;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 00:45;55.69486733920517;12.551568746566774;25,0;52,5;440;856;41;41;43;0;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 01:00;55.69486733920517;12.551568746566774;25,0;52,6;450;853;42;41;43;0;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 01:15;55.69486733920517;12.551568746566774;25,0;52,6;455;854;42;41;43;0;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 01:30;55.69486733920517;12.551568746566774;25,0;52,5;489;856;42;41;43;0;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 01:45;55.69486733920517;12.551568746566774;25,0;52,5;476;868;42;41;43;0;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 02:00;55.69486733920517;12.551568746566774;25,0;52,5;450;854;42;41;43;0;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 02:15;55.69486733920517;12.551568746566774;24,9;52,5;427;847;41;41;43;0;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 02:30;55.69486733920517;12.551568746566774;24,9;52,6;465;863;41;41;43;0;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 02:45;55.69486733920517;12.551568746566774;24,9;52,5;429;845;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 03:00;55.69486733920517;12.551568746566774;24,9;52,5;445;838;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 03:15;55.69486733920517;12.551568746566774;24,9;52,5;452;846;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 03:30;55.69486733920517;12.551568746566774;24,9;52,5;478;844;41;41;42;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 03:45;55.69486733920517;12.551568746566774;24,9;52,5;468;833;41;40;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 04:00;55.69486733920517;12.551568746566774;24,9;52,5;445;838;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 04:15;55.69486733920517;12.551568746566774;24,9;52,4;485;831;41;41;42;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 04:31;55.69486733920517;12.551568746566774;24,9;52,4;439;829;41;41;42;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 04:46;55.69486733920517;12.551568746566774;24,9;52,4;463;826;41;40;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 05:01;55.69486733920517;12.551568746566774;24,9;52,4;428;827;41;41;42;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 05:16;55.69486733920517;12.551568746566774;24,9;52,4;437;830;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 05:31;55.69486733920517;12.551568746566774;24,8;52,4;438;826;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 05:46;55.69486733920517;12.551568746566774;24,8;52,4;449;838;41;41;43;2;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 06:01;55.69486733920517;12.551568746566774;24,8;52,4;467;821;41;41;43;2;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 06:16;55.69486733920517;12.551568746566774;24,8;52,4;443;819;41;41;43;2;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 06:31;55.69486733920517;12.551568746566774;24,8;52,4;438;819;41;41;42;2;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 06:46;55.69486733920517;12.551568746566774;24,8;52,4;438;809;41;40;43;2;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 07:01;55.69486733920517;12.551568746566774;24,8;52,5;435;827;41;41;42;4;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 07:16;55.69486733920517;12.551568746566774;24,8;52,5;449;824;41;41;42;4;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 07:31;55.69486733920517;12.551568746566774;24,7;52,5;449;830;41;41;42;4;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 07:46;55.69486733920517;12.551568746566774;24,7;52,7;506;797;41;41;42;6;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 08:01;55.69486733920517;12.551568746566774;24,8;52,9;474;763;41;41;42;6;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 08:16;55.69486733920517;12.551568746566774;24,8;53,1;463;725;41;41;43;6;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 08:31;55.69486733920517;12.551568746566774;24,8;53,3;473;723;41;40;43;6;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 08:46;55.69486733920517;12.551568746566774;24,8;53,5;450;719;41;41;42;6;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 09:01;55.69486733920517;12.551568746566774;24,8;53,7;473;707;41;41;43;8;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 09:16;55.69486733920517;12.551568746566774;24,8;53,9;473;702;41;41;43;8;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 09:31;55.69486733920517;12.551568746566774;24,8;53,8;468;677;41;40;42;6;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 09:46;55.69486733920517;12.551568746566774;24,8;53,9;459;656;41;41;42;10;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 10:01;55.69486733920517;12.551568746566774;24,8;53,8;446;645;41;41;43;12;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 10:16;55.69486733920517;12.551568746566774;24,8;53,8;460;645;41;41;43;16;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 10:31;55.69486733920517;12.551568746566774;24,8;53,7;459;629;41;41;42;16;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 10:46;55.69486733920517;12.551568746566774;24,9;53,6;455;655;42;41;43;18;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 11:01;55.69486733920517;12.551568746566774;24,9;53,5;453;670;42;41;43;20;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 11:16;55.69486733920517;12.551568746566774;24,9;52,9;459;607;41;41;42;20;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 11:31;55.69486733920517;12.551568746566774;24,9;52,9;484;461;43;41;52;76;3780;1;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 11:46;55.69486733920517;12.551568746566774;24,9;52,4;460;415;42;41;43;8;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 12:01;55.69486733920517;12.551568746566774;24,9;52,4;463;403;41;41;43;20;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 12:16;55.69486733920517;12.551568746566774;24,9;52,6;448;391;41;40;43;18;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 12:32;55.69486733920517;12.551568746566774;25,0;52,8;465;381;41;40;43;16;0;0;2937;-85
53e1e;S.11 GBG. E236;02.08.2024 12:47;55.69486733920517;12.551568746566774;25,0;52,9;464;378;42;41;46;16;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 13:02;55.69486733920517;12.551568746566774;25,0;52,8;439;376;41;41;43;20;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 13:17;55.69486733920517;12.551568746566774;25,0;52,4;461;369;42;41;43;14;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 13:32;55.69486733920517;12.551568746566774;25,0;52,2;481;361;42;40;43;12;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 13:47;55.69486733920517;12.551568746566774;25,0;52,1;418;356;42;41;43;10;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 14:02;55.69486733920517;12.551568746566774;25,0;51,7;432;351;42;41;43;12;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 14:17;55.69486733920517;12.551568746566774;25,1;51,2;436;345;42;41;43;24;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 14:32;55.69486733920517;12.551568746566774;25,1;51,0;453;339;42;41;43;24;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 14:47;55.69486733920517;12.551568746566774;25,1;51,2;444;335;42;41;43;12;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 15:02;55.69486733920517;12.551568746566774;25,1;51,4;427;336;42;41;43;22;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 15:17;55.69486733920517;12.551568746566774;25,1;51,4;439;336;42;41;43;14;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 15:32;55.69486733920517;12.551568746566774;25,1;51,4;456;334;42;41;43;16;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 15:47;55.69486733920517;12.551568746566774;25,1;51,3;460;331;42;41;44;12;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 16:02;55.69486733920517;12.551568746566774;25,2;51,0;451;328;42;42;43;10;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 16:17;55.69486733920517;12.551568746566774;25,2;50,9;463;322;42;42;43;8;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 16:32;55.69486733920517;12.551568746566774;25,2;50,8;434;318;42;41;43;16;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 16:47;55.69486733920517;12.551568746566774;25,2;50,6;433;315;42;39;43;8;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 17:02;55.69486733920517;12.551568746566774;25,2;50,6;439;312;42;41;43;6;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 17:17;55.69486733920517;12.551568746566774;25,2;50,9;447;316;42;41;43;6;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 17:32;55.69486733920517;12.551568746566774;25,2;51,0;419;327;42;41;43;4;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 17:47;55.69486733920517;12.551568746566774;25,2;51,2;444;336;42;41;44;4;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 18:02;55.69486733920517;12.551568746566774;25,1;51,3;423;346;42;41;44;6;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 18:17;55.69486733920517;12.551568746566774;25,2;51,4;432;351;42;41;43;22;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 18:32;55.69486733920517;12.551568746566774;25,2;51,4;410;355;42;42;43;18;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 18:47;55.69486733920517;12.551568746566774;25,2;51,3;440;363;42;42;43;8;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 19:02;55.69486733920517;12.551568746566774;25,2;51,5;427;368;42;41;43;6;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 19:17;55.69486733920517;12.551568746566774;25,2;51,5;404;371;42;41;43;4;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 19:33;55.69486733920517;12.551568746566774;25,2;51,6;412;377;42;42;43;4;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 19:48;55.69486733920517;12.551568746566774;25,2;51,6;423;377;42;40;44;2;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 20:03;55.69486733920517;12.551568746566774;25,2;51,6;444;380;42;41;43;2;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 20:18;55.69486733920517;12.551568746566774;25,2;51,6;464;380;42;41;43;2;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 20:33;55.69486733920517;12.551568746566774;25,2;51,6;451;380;42;41;43;2;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 20:48;55.69486733920517;12.551568746566774;25,2;51,6;432;377;42;42;46;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 21:03;55.69486733920517;12.551568746566774;25,2;51,6;430;379;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 21:18;55.69486733920517;12.551568746566774;25,1;51,7;423;380;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 21:33;55.69486733920517;12.551568746566774;25,1;51,8;421;393;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 21:48;55.69486733920517;12.551568746566774;25,1;51,8;401;435;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 22:03;55.69486733920517;12.551568746566774;25,1;51,8;459;467;42;42;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 22:18;55.69486733920517;12.551568746566774;25,1;51,9;433;509;42;42;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 22:33;55.69486733920517;12.551568746566774;25,1;51,9;419;538;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 22:48;55.69486733920517;12.551568746566774;25,1;52,0;440;570;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 23:03;55.69486733920517;12.551568746566774;25,1;51,9;433;601;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 23:18;55.69486733920517;12.551568746566774;25,0;52,0;404;613;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;02.08.2024 23:33;55.69486733920517;12.551568746566774;25,0;51,9;467;636;42;42;43;0;0;0;2937;-82
